#Activity	walking running walking standing 
#ActivityID	1 2 1 8 
#Date 08-22-18-45
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-21448	-14660	12596	-61	5466	3941	-22352	-13184	-3784	-2426	3069	357	-19944	2240	904	-1008	-1667	234	-8560	19840	16024	-549	479	-885	-9384	-4832	-13992	-958	1472	569	-11456	-2224	-2592	896	1330	39	128	125	1
-16240	-15444	19172	1504	4932	4735	-23104	-11232	-1336	-1511	3032	413	-21592	-4920	-9440	-2134	-1144	-650	-3984	6304	17816	-344	81	-257	-20704	-4088	-9240	1159	1612	601	-19568	5312	-10584	2470	1852	593	120	123	1
-22512	-12892	21564	-846	4387	3456	-19688	-4528	-12472	959	3271	816	-26768	-4504	-10512	-1188	-1618	-1400	-4976	12104	13752	-316	48	-118	-22952	3760	-5656	3036	1285	548	-18368	6968	-5032	2943	1734	971	119	124	1
-32768	-30272	32767	-1002	1575	2422	-18104	-1672	-18424	454	2482	893	-27920	624	-7576	167	-2512	-1407	-3424	10336	13384	-249	-1	-92	-14944	4096	-3656	2624	874	481	-15488	7496	376	2007	1439	525	127	128	1
-8288	-24164	24136	1026	-2091	751	-17912	-2048	-4992	-874	924	350	-28400	2752	-8248	1100	-2856	-1233	-2824	8280	14064	-128	13	-99	-14928	2800	-3288	1879	741	554	-16840	5192	-480	1260	1256	-306	118	127	1
636	-8756	13288	314	-2675	247	-14520	-1648	-5296	-701	-161	98	-23800	2720	-6920	861	-2591	-1181	-2976	8528	13672	-4	49	-83	-16344	5072	-2736	626	618	408	-17040	5000	-736	1101	1220	-496	123	129	1
-1200	-13836	10572	-124	-3034	-537	-10040	-2464	-7440	-375	-868	90	-21616	1976	-5816	64	-2398	-1221	-2936	9280	14040	55	45	-98	-16264	5712	-3064	-728	750	252	-14360	5424	960	308	1158	-768	129	127	1
-936	-12292	9000	377	-3378	-1183	-6368	-352	-6024	-491	-1641	-65	-20200	288	-5928	-147	-2122	-1211	-2408	9736	12872	14	-3	-126	-16712	4800	-3032	-1682	837	-27	-15368	5392	912	131	1285	-446	128	132	1
-1800	-7780	8384	14	-3347	-1628	-8304	-2336	-5576	-309	-2351	-77	-17904	-1720	-5680	221	-2195	-1228	-3088	10208	12960	-47	-15	-155	-17120	784	-3456	-1627	614	12	-16128	3928	336	206	1355	-276	125	138	1
-5436	-8824	8720	-528	-3332	-1978	-9616	-2696	-6832	565	-2912	-146	-17568	-1800	-5552	348	-2207	-1238	-3000	9448	12944	-67	34	-149	-16024	-1968	-4512	-399	460	175	-15232	3240	72	537	1345	-327	156	139	1
-7808	-9220	9356	-711	-3536	-2322	-9632	-960	-7872	1223	-3314	-250	-15784	1488	-5936	1798	-2185	-1200	-3200	9488	13488	-63	49	-143	-16072	-2048	-4712	-142	448	199	-14048	3992	-120	670	1328	-282	131	139	1
-9500	-8836	10096	-989	-3752	-2696	-10000	-360	-8664	1229	-3701	-358	-14264	3240	-5816	1945	-2195	-995	-3408	9504	13544	30	127	-104	-15984	4096	-2016	1178	497	411	-14568	3992	96	555	1341	-392	124	138	1
-10252	-9896	10036	-1000	-3852	-2922	-11680	-504	-8840	1155	-4091	-429	-12320	4072	-5840	1556	-2158	-717	-3152	9656	13552	38	139	-107	-16048	5392	-1528	378	578	222	-14392	1160	-1824	151	1616	-304	120	136	1
-12028	-8260	11384	-1175	-3746	-3126	-12424	520	-9896	1095	-4571	-425	-8208	4608	-5848	1165	-1914	-276	-3288	9664	13592	18	151	-124	-15848	4928	-2384	-302	581	192	-15320	5432	768	-5	1203	-904	119	138	1
-14552	-10020	12308	-1368	-3684	-3297	-12280	456	-10304	730	-4913	-571	-9632	3456	-5688	1013	-1801	-482	-3768	9704	13552	-32	150	-144	-16360	3712	-2480	-432	715	142	-15968	8640	2688	-398	1569	-574	125	136	1
-14988	-10400	12792	-1259	-3558	-3366	-13896	-248	-9912	499	-5209	-824	-8208	4504	-5392	890	-1504	-248	-3280	9688	12640	-48	151	-153	-15880	2800	-3656	-326	797	82	-14904	9120	1768	-127	2160	-397	124	135	1
-16188	-11140	14764	-1301	-3222	-3460	-15240	-1640	-9696	660	-5417	-935	-6864	4848	-5128	566	-1170	-144	-3864	9760	13240	-53	171	-158	-15856	2696	-4480	-1	875	124	-15288	6248	-2216	202	2353	-425	125	133	1
-19392	-13872	17136	-1155	-2980	-3695	-17272	-2872	-10304	1085	-5510	-984	-6472	4584	-4072	175	-718	-25	-3768	9712	13456	-41	194	-203	-16472	2136	-4664	281	851	210	-17712	2352	-4176	-103	2019	-407	127	132	1
-23012	-14492	18440	-752	-2780	-4040	-20136	-4552	-11072	1708	-5499	-929	-7192	3496	-720	-433	-295	45	-3776	8936	14136	45	238	-235	-16728	2232	-5112	445	807	206	-16504	1584	-2696	-262	1795	-512	125	132	1
-28684	-10360	17660	-503	-2409	-4163	-22976	-5784	-12352	2204	-5292	-571	-8856	-2864	2768	-1494	-82	-295	-3528	8480	14784	200	293	-291	-16680	1920	-3960	433	854	195	-16408	2560	-672	156	1626	-531	127	136	1
-32768	-6488	13828	-516	-2151	-3732	-22472	-5480	-13456	2181	-4659	-152	-13056	-8360	6896	-1967	-27	-966	-2648	9896	14248	269	566	-420	-16720	3328	-1912	469	1013	218	-16528	4112	2344	329	1431	-335	125	135	1
-32768	-2648	6200	-111	-2248	-2744	-19264	-2408	-16248	1634	-3694	-220	-20256	-9064	14248	-647	-287	-1306	-3208	9760	14400	415	810	-531	-17384	3560	-2400	447	1289	191	-17144	4336	2424	410	1217	-33	124	140	1
-32768	10952	-600	-963	-2010	-1368	-15296	-1912	-18496	29	-2843	-492	-21080	-10544	16880	407	-385	-608	-3712	9376	14448	539	1066	-640	-18272	3456	-4128	360	1521	68	-17232	4800	656	727	1287	-11	124	136	1
-32768	17372	-5124	-2489	-1532	85	-10864	272	-17312	-2199	-1749	-887	-18008	-10800	13488	619	-446	302	-4400	10008	14824	663	1378	-724	-18360	3336	-4688	277	1653	-32	-16792	6248	-1528	1133	1168	-107	123	138	1
-32768	12092	-6752	-1955	-1108	1204	-8208	-3312	-17024	-3506	-277	-681	-15104	-5736	9896	66	-191	564	-4480	11000	14104	685	1719	-889	-18432	3464	-4416	260	1809	-104	-17744	6904	-664	956	1078	-209	120	130	1
-32768	5288	-7076	-177	-705	2019	-8808	-5304	-16456	-3190	1205	-124	-12664	-3512	4152	-691	300	179	-4672	10144	14376	785	2048	-1150	-18584	2456	-4144	343	2005	-134	-17472	6416	1056	626	753	-233	125	120	1
-31392	-1044	-3964	831	-86	2229	-11504	-8704	-16664	-1973	2295	24	-14112	-4280	5656	-1161	-333	-107	-4600	10512	14968	1027	2405	-1395	-18584	904	-3744	556	2255	-209	-17704	5416	3072	377	388	-221	119	134	1
19924	-32768	14568	5422	1148	2885	-22208	-25760	32767	-4481	1503	159	-5616	-3040	-8944	-1402	1629	486	-4872	8624	15656	1482	2833	-1693	-20488	1040	-4472	738	2475	-282	-19000	7616	6632	641	-245	-194	107	129	1
-19912	10400	5200	724	5190	1320	-32768	-3760	456	6107	2731	-403	-30848	-21968	12992	-608	1785	-579	-5408	12984	15536	1921	3651	-2092	-27600	-1152	-1688	953	2723	-589	-23112	9168	10624	875	-1009	159	113	143	1
-32244	1232	32767	932	2568	1652	-14672	1160	-13064	7974	3550	1754	-27984	-8832	12072	4434	1398	-278	-1760	14480	17424	2143	4641	-2895	-30344	-6600	4080	1769	2888	-612	-25448	1216	13432	552	-1838	-164	128	116	1
-25764	-30328	7652	1210	556	702	-21168	6288	-9496	2313	3160	393	-21880	17752	-3408	3853	1514	1432	-12024	19944	20248	2203	5732	-3695	-29088	-4496	936	2702	2966	-578	-20488	-7032	11696	-10	-1725	-646	126	129	1
-22164	-29884	204	889	684	413	-16192	-5144	-9064	1000	2055	-1126	-9632	11568	-13224	873	1586	213	-13960	25288	18376	1133	5896	-4134	-30504	9448	192	2427	3280	-694	-22672	-2216	5704	1087	-1785	-733	140	122	1
-13372	-15460	9124	621	131	273	-10560	-4008	-9232	599	1571	-275	-5952	2728	-6056	-1726	1424	444	-13528	28360	30672	-1277	5940	-4494	-23792	13720	-352	801	3510	-1021	-23088	8568	-9656	3117	-1296	-127	127	126	1
-9968	-8560	12324	460	-46	174	-15560	-744	-8752	-354	1176	-419	-17368	-5456	-11152	-1603	1595	181	-8776	18848	22792	1571	4751	-3284	-22384	3400	-11736	-2143	3335	-1346	-26832	13648	-11000	1983	-1687	964	128	123	1
-8220	-7876	12320	239	-5	59	-22216	-1800	-4712	-1631	851	-121	-20608	-1032	-5224	-478	1598	-417	-17080	32767	32767	-202	481	-2218	-18184	4240	-23520	-3123	2528	-1235	-28456	5312	-7048	-731	-2804	1176	112	122	1
-7252	-7432	12176	104	35	43	-17328	-744	-3704	-2841	487	-393	-16880	1360	-1232	-380	1555	2	5024	15208	18872	-2671	-1916	-1385	-20248	-1440	-2424	-772	1323	-924	-28544	1488	-7776	-2298	-3249	1014	115	123	1
-7652	-7484	12252	-6	97	43	-14368	-8024	-3328	-2774	252	-468	-16896	-400	-2168	-1187	1422	566	3800	9768	12512	-1732	-3002	-1506	-13648	-1360	-6680	68	-82	-308	-24648	928	-7040	-2100	-3079	1376	90	124	1
-7556	-7900	11892	-103	129	21	-13408	-12568	-1176	-126	531	-325	-16880	-4344	-2600	-981	1302	900	6416	15456	8064	-1693	-3510	-645	-7536	-1664	-6152	964	-800	-415	-21712	496	-5280	-1212	-2961	1506	179	125	1
-7688	-8240	11548	-77	102	30	-13976	-9720	-2984	2147	956	91	-14240	-4888	-1680	-426	1151	871	5896	11824	6952	-1981	-3380	449	-8408	-3456	-5736	1864	-1466	-282	-19072	-1016	-5104	0	-2722	1181	123	124	1
-7788	-8668	10948	35	85	50	-16664	-2752	-2888	2208	902	178	-14512	-4336	-1968	-72	1205	749	3952	9312	7240	-1168	-3211	1470	-9896	32	-6680	1933	-2398	-115	-18872	1080	-5168	373	-2485	1211	135	127	1
-8084	-8564	11304	138	46	69	-16736	1592	-1792	71	556	-66	-16224	-2016	-1424	120	1330	624	2088	10648	8064	-379	-3155	2218	-9024	880	-7200	1509	-3184	-54	-17976	1960	-6472	-8	-2470	1161	126	126	1
-7888	-7744	11548	116	60	79	-15160	-1816	-1424	-1652	338	-236	-15520	32	64	323	1357	695	-448	11360	10048	-102	-3300	2706	-8128	2520	-6952	958	-3936	277	-16456	1584	-7208	-612	-2277	752	124	128	1
-7808	-8148	11828	56	95	98	-14544	-7088	-464	-1591	378	-198	-14120	-496	184	370	1505	800	-3184	10800	12416	202	-3797	2943	-8552	2272	-7416	258	-4407	530	-14096	1368	-7536	-1086	-2260	531	123	125	1
-7716	-7932	11920	65	70	109	-14352	-8416	-1040	-671	557	-125	-14832	-2936	1136	8	1801	761	-5688	12896	13616	421	-4483	2887	-9352	1600	-7864	-9	-4807	670	-10920	792	-7464	-1508	-1950	495	123	123	1
-7348	-7264	11268	57	90	106	-14608	-6480	-896	111	718	-64	-16216	-4200	2712	-350	2165	637	-6592	12832	14848	385	-5034	2728	-11192	736	-8760	-258	-5223	894	-9376	-568	-7104	-1569	-1760	391	123	124	1
-7448	-7704	11792	92	90	125	-14832	-4896	-872	360	848	-4	-17008	-4016	-552	-251	2178	569	-8152	11976	16008	920	-5296	2567	-13568	80	-9248	-451	-5649	987	-8808	-856	-7784	-1669	-1551	289	123	126	1
-7748	-8204	11880	100	99	172	-15400	-4224	-1760	107	901	-32	-16768	-4064	-3776	-31	1617	516	-9848	17096	15872	1190	-5168	2503	-15512	-3320	-8192	-95	-5890	980	-7488	-2080	-7256	-1847	-1222	134	123	125	1
-7692	-7524	11820	59	134	213	-16000	-4352	-3224	-290	904	-37	-18560	-2552	-3088	183	1284	472	-11856	20184	19648	883	-4567	2846	-16872	-4272	-11792	629	-5957	1247	-7048	-4400	-7024	-1724	-1172	-73	123	127	1
-8152	-8180	11908	3	169	234	-16176	-4608	-3032	-563	863	-32	-15976	-1208	-3096	6	1349	504	-14936	23792	23760	1158	-4216	3660	-21352	-2680	-14136	1075	-5973	1474	-7184	-4064	-3504	-1595	-1056	-255	123	126	1
-7784	-8224	11524	6	178	243	-14960	-5472	-2288	-656	868	-26	-14656	104	-3112	-375	1309	558	-19304	25464	24872	973	-3712	4700	-27280	3432	-14712	519	-6114	1813	-8680	-2680	1000	-1151	-893	-218	120	128	1
-7516	-7848	11344	46	208	367	-14344	-5832	-1864	-553	957	1	-15664	-512	-1528	-522	1119	400	-20720	24168	25184	979	-3578	4866	-24856	5384	-14072	-1237	-5840	1357	-10304	3336	6912	-306	-433	282	122	128	1
-7772	-8320	11800	123	280	560	-15120	-5808	-2048	-421	1110	-5	-16632	-1808	-416	-607	1047	162	-32768	19720	18432	335	-1998	5162	-21672	7336	-15792	-3221	-4595	496	-15488	8816	12336	644	345	813	119	127	1
-7628	-7836	12704	118	478	641	-15616	-4904	-2112	-469	1283	-3	-16640	-3208	-640	-737	1047	139	-32768	8080	8920	-511	-1310	3984	-18048	4480	-19480	-4973	-3234	-284	-18464	12720	23232	673	85	798	122	126	1
-8904	-7264	12752	60	759	670	-17960	-3968	-3728	-586	1451	90	-17424	-1984	-1904	-701	1017	112	-32768	-1280	4528	761	-1001	1904	-15920	-1200	-23288	-3996	-1732	-400	-15904	13624	23120	-409	-95	278	123	126	1
-8384	-6428	13844	117	1159	692	-18008	-3984	-4560	-645	1598	135	-17456	-1576	-2040	-550	969	243	-32768	-416	2960	627	-831	-164	-6088	-4936	-21192	-198	-304	436	-19176	7696	19832	-1501	-408	531	123	124	1
-8264	-7128	13796	42	1614	716	-17448	-5456	-3984	-434	1772	313	-17088	-2544	-2664	-749	841	356	-32768	1848	4040	33	-27	-1381	-6008	-968	-18696	2514	1579	593	-16920	1200	12968	-1233	-409	127	123	125	1
-9128	-8516	13184	-39	2056	852	-17648	-5040	-3680	-236	1954	404	-18312	-2688	-2280	-725	596	368	-30544	7120	4960	-372	453	-2174	-12344	2864	-17472	3767	2741	509	-16592	1072	19256	622	-1317	-86	120	125	1
-9268	-8192	13168	-148	2428	1127	-18456	-3144	-3936	-506	2072	399	-18752	-2280	-376	-617	348	422	32767	32767	8192	-2643	2598	-2764	-17208	9912	-9376	3513	3193	479	8888	-4056	-12992	2839	2888	-1383	127	126	1
-9864	-7960	12488	-268	2870	1453	-19184	-2168	-4080	-1106	2133	404	-18368	-3192	1352	-675	-11	428	2344	6144	18128	776	3641	-2829	-32768	-5712	14648	1045	410	-7	-31032	12312	-3328	4211	2058	-54	122	127	1
-9596	-10916	13352	-63	3459	1774	-22216	-5152	-2520	-1534	2174	628	-20488	-5768	2896	-686	-179	163	-16760	15768	27704	-372	2782	-2304	-7040	22376	-20640	-3263	1148	453	-24320	15616	16488	-360	625	1673	127	123	1
-11148	-9440	13248	-239	4048	2451	-24864	-4368	-2432	-1209	2323	677	-24736	-7120	9040	-654	-1394	83	-10360	15120	18376	-114	2230	-1365	-23104	344	-8960	-4274	3539	-820	-17928	-1152	-1712	-1570	1685	-415	132	121	1
-14340	-15512	12560	84	4679	3321	-27192	-4184	6464	-2113	2321	533	-19816	-1192	7376	-772	-1830	212	-5280	8368	15168	354	1973	-877	-22064	-6656	-7232	-4265	2394	-370	-18200	-7552	-6456	-2104	1067	988	129	121	1
-21732	-12444	14264	606	4869	4236	-26712	-4072	5952	-2217	2358	513	-19952	4936	8504	-233	-1848	453	-11272	13656	17584	41	1184	-1149	-13560	-2440	-9384	-1879	1440	-17	-11848	-1744	2768	506	1511	-105	137	122	1
-22932	-15400	17088	976	4626	4429	-21144	-10176	1552	-2645	2761	497	-19600	4616	6808	-162	-1782	428	-7384	15112	13320	-236	755	-575	-13968	1352	-8368	2	1285	705	-15712	9936	-6480	915	1693	-220	128	124	1
-24812	-10156	15644	695	4718	4171	-19264	-9200	-7888	-1416	2997	526	-20688	-2768	-7912	-1754	-1199	-647	-2912	14640	13800	-257	210	-231	-22576	-1808	-6600	764	1033	723	-18448	8480	-7032	318	1867	345	121	126	1
-18668	-10108	22552	-813	3435	3016	-19120	-3728	-13496	64	3007	855	-27592	-1752	-8336	-713	-1693	-1274	-4152	9840	14552	-224	70	-117	-19264	1168	-5808	1648	1225	304	-17744	3224	-1392	-324	1513	154	120	126	1
-32768	-32544	32767	-163	111	1844	-19856	-1312	-18096	238	2148	803	-27184	2880	-7920	326	-2322	-1426	-3640	10064	13712	-143	49	-82	-15392	2608	-3320	1606	929	368	-15248	1160	848	-132	1354	32	124	127	1
-3936	-18316	17780	1142	-2024	825	-17720	-984	-3048	-1042	673	391	-25688	4544	-7904	923	-2660	-1359	-3280	9984	13288	-21	63	-78	-15032	3272	-3160	1097	606	465	-15080	3344	-432	-58	1351	-228	125	126	1
892	-8520	11300	266	-2188	298	-12408	-1152	-5880	-657	-126	238	-21048	3432	-6216	543	-2340	-1431	-3112	9976	12784	95	91	-69	-16160	3928	-2768	176	564	380	-15600	3144	104	295	1329	-379	121	128	1
604	-12592	8856	-186	-2325	-432	-7792	-1280	-5912	-405	-770	154	-20160	3176	-5424	71	-2177	-1367	-3184	9984	12904	154	95	-81	-17104	3712	-2696	-660	821	235	-15752	3416	1096	597	1279	-401	129	129	1
504	-11100	7844	-9	-2440	-1095	-6784	-616	-5312	-296	-1420	-148	-18800	2864	-6200	-320	-1991	-1429	-3232	10136	13048	177	70	-106	-17688	2512	-3240	-984	791	117	-15984	3320	800	811	1270	-262	127	131	1
-2044	-9592	8712	-323	-2433	-1794	-8424	-1560	-5952	202	-2076	-275	-16672	968	-5600	-188	-1970	-1350	-3504	10344	12392	139	45	-134	-17480	2032	-3696	-945	760	116	-15248	4136	272	1015	1310	-265	117	137	1
-5388	-9780	10184	-686	-2700	-2429	-8424	-1744	-8016	1056	-2680	-325	-15832	-240	-4848	448	-1937	-1290	-3576	9952	12568	98	60	-145	-15760	-608	-3776	842	488	370	-14608	4144	312	958	1217	-251	116	137	1
-7644	-9132	10360	-948	-3099	-2862	-9176	-264	-6376	1255	-3174	-439	-15024	416	-4040	1061	-1896	-1175	-3296	10488	12352	63	103	-163	-16104	2096	-2920	1353	523	467	-15080	3488	-128	749	1174	-349	133	137	1
-9176	-8552	10304	-1042	-3411	-3042	-10672	-1336	-6808	1422	-3578	-639	-13472	992	-4256	1664	-1898	-997	-3208	10880	12040	-14	143	-178	-16000	5552	-2512	820	527	342	-14824	3016	-96	780	1182	-465	132	137	1
-10252	-7676	10868	-1103	-3544	-3035	-12016	-1520	-7840	1707	-3926	-742	-12096	1656	-4832	1948	-1925	-736	-3568	10528	12496	-69	140	-175	-15400	5216	-2560	-78	534	196	-14664	4464	112	648	1235	-520	130	136	1
-12612	-7644	12464	-1354	-3560	-3049	-13120	-1536	-8896	1714	-4280	-653	-11504	1864	-5256	1854	-1890	-567	-3704	10192	12576	-89	125	-169	-15696	3544	-2944	-459	585	142	-14688	4768	32	598	1253	-536	124	137	1
-14780	-10088	13152	-1347	-3619	-3148	-13416	-632	-9536	1535	-4567	-674	-10080	2208	-5008	1786	-1784	-427	-3680	9944	12760	-100	125	-155	-15728	3320	-2768	-480	598	135	-15520	6320	832	13	1606	-431	125	135	1
-15268	-10232	14056	-1229	-3486	-3345	-13608	-512	-9608	1498	-4611	-687	-9432	2192	-4712	1551	-1585	-234	-3896	10648	12560	-90	118	-140	-16000	3296	-3664	-131	751	137	-15224	8120	376	85	1966	-411	127	134	1
-15300	-10152	14212	-1247	-3435	-3381	-16960	-1064	-9208	795	-5158	-644	-8536	3160	-3680	1292	-1311	-200	-3632	10216	12856	-82	126	-151	-16240	3736	-3736	-33	779	83	-15320	6408	-1856	108	2047	-410	131	134	1
-19164	-13348	16928	-1265	-2993	-3546	-18112	-2920	-10176	529	-5347	-822	-7776	4224	-2664	883	-911	-204	-3864	10008	12896	-61	140	-161	-16256	3488	-3856	-27	775	79	-16520	2712	-2904	-304	1789	-239	124	134	1
-21168	-14784	17132	-1003	-2811	-3674	-20544	-4880	-10408	969	-5397	-967	-8984	4912	-608	279	-580	-151	-4048	10032	13272	-23	156	-179	-15600	2904	-3472	-31	896	82	-16344	1816	-1336	-378	1422	-130	123	135	1
-21396	-14492	17036	-950	-2731	-3687	-23056	-6392	-10880	1687	-5254	-754	-9328	5064	-136	138	-548	-147	-3656	10264	13168	44	187	-220	-16232	2720	-3456	26	983	113	-16440	3232	104	54	1297	-122	122	136	1
-32768	-5204	16856	-1547	-1901	-3445	-21960	-5784	-12888	1511	-4735	-441	-14024	-3848	7640	-2528	-307	-578	-4360	9200	13720	184	216	-292	-16744	2080	-4000	185	1055	169	-16608	3496	112	162	1282	-111	122	138	1
-32768	-4852	9988	-1193	-2396	-2981	-18688	-3088	-15480	424	-3798	-493	-18576	-9656	9800	-2314	-15	-1306	-2832	9120	13904	450	320	-373	-17040	1592	-4664	470	1209	185	-16416	3464	88	852	1208	-39	122	138	1
-32768	8820	1180	-1008	-2436	-1934	-14808	-2688	-17176	-529	-2958	-767	-18720	-9080	13336	-1248	106	-1270	-3344	10448	14232	540	768	-531	-18520	2080	-4392	567	1351	127	-17520	3752	-248	886	1188	-6	121	138	1
-32768	16628	-4616	-2244	-1976	-281	-11464	-1656	-17192	-2045	-1937	-867	-16704	-11016	12400	-757	-123	-305	-4192	10048	15320	767	1111	-643	-18688	1864	-4768	480	1521	61	-18224	4176	-128	876	1104	-74	118	135	1
-32768	13404	-6292	-2179	-1368	1037	-10368	-2400	-16992	-2792	-442	-930	-15176	-10664	10240	-336	-162	443	-3832	11096	14888	1001	1528	-740	-19248	2320	-4024	308	1718	-66	-17920	5432	-96	949	1012	-104	124	126	1
-32768	6852	-4648	-666	-661	1693	-9280	-2672	-16392	-2545	1031	-319	-13128	-9264	4984	-224	118	342	-3680	11800	14256	1200	1937	-911	-19120	2952	-4520	158	1904	-123	-17848	6048	312	846	830	-168	121	128	1
-31964	-456	-2012	548	-22	1608	-11200	-4696	-16888	-1901	2224	21	-15696	-6856	4344	-137	193	49	-5512	12592	14432	1399	2263	-1205	-18520	1832	-4336	164	2118	-160	-17664	6552	2448	647	565	-233	125	134	1
-15848	-19636	3628	1786	1053	845	-12064	-7792	-17128	-242	2946	312	-16400	-7896	7904	-193	-265	26	-4032	10912	13752	1579	2683	-1524	-19848	-40	-3088	497	2339	-188	-19080	6672	6008	533	32	-173	95	127	1
32767	-14804	17852	2989	2460	752	-32768	-21144	32767	-1542	113	-179	-19520	-6128	-11264	-135	2408	757	-4328	11816	16512	2011	3389	-1938	-24680	-48	-2776	974	2595	-335	-21560	10504	10336	911	-834	24	124	131	1
-32768	6168	32767	1620	4396	1259	-18352	-14200	-23280	9010	2968	272	-31672	-15064	25896	4526	117	-1280	-3920	14944	13376	2439	4402	-2703	-30904	-6200	4104	1662	2798	-561	-25744	2896	16744	633	-1764	139	126	135	1
-15592	-1852	23060	985	1640	1908	-18864	23720	-11952	7030	3951	1805	-20240	12032	7352	5772	1956	712	-8608	17960	15104	2821	5412	-3765	-29264	-5096	3424	2724	2939	-298	-21832	-7040	16272	40	-2190	-595	127	127	1
-21016	-23624	11992	1004	1351	917	-22136	4944	-6904	1202	2395	-367	-18904	23992	-4064	3322	1535	1093	-16840	25616	16848	1745	5725	-4765	-30656	6312	488	2602	3144	-308	-20464	-5824	8216	1024	-1965	-815	136	124	1
-5784	-740	15224	876	334	570	-13000	-3528	-9736	-934	1517	-1204	-9800	8536	-11448	-1612	1743	499	-18152	26504	24752	-260	5625	-5030	-26288	11968	-4232	893	3372	-584	-24264	6136	-7544	3309	-1462	-251	127	119	1
-10256	-7760	13148	819	119	331	-15112	-5688	-9016	-1453	1123	-595	-8856	-1456	-9160	-3427	1381	251	-9336	27856	21760	1949	5241	-4693	-22896	4888	-6824	-466	3869	-1034	-27168	13152	-12128	2536	-1483	771	137	127	1
-9796	-8780	11904	457	42	139	-18448	-5056	-6848	-1083	929	-87	-19576	-8392	-10656	-2784	1739	-597	-10208	26056	17832	2563	1994	-3473	-20280	584	-19176	-1731	2520	-832	-27728	7792	-8672	375	-2548	1040	114	127	1
-7336	-7552	11956	296	-2	57	-17496	-1552	-4152	-1756	720	-128	-18584	-5416	-3024	-919	1698	-443	1384	32680	26528	-2061	-1794	-1309	-18352	2504	-7600	-1001	1677	-766	-32384	3416	-7112	-1580	-3332	988	117	124	1
-7688	-6980	12700	185	37	37	-16072	-2632	-3128	-2688	348	-426	-16952	-104	-584	-380	1354	456	4984	7424	14224	-2410	-3096	-1341	-16536	-2264	-3192	571	241	-235	-25144	2760	-7560	-1825	-2908	1212	68	129	1
-7264	-7356	12716	-14	145	1	-15976	-10464	-1872	-1460	347	-352	-18400	-2152	-2560	-515	1232	899	5624	11392	8800	-1586	-3749	-1172	-10408	1160	-5656	692	-888	-128	-22536	1328	-5816	-1300	-2938	1659	176	130	1
-7528	-8012	11872	-108	173	4	-13504	-11912	-1712	1243	829	-105	-14992	-3424	-1072	-214	1180	984	5816	14568	6384	-2160	-3648	-307	-6984	-1728	-5912	1022	-1520	-207	-19784	1088	-6216	-340	-2706	1344	122	123	1
-7712	-8276	11380	-56	116	37	-14392	-5904	-2768	2343	976	206	-13736	-4064	-720	-70	1202	861	3592	10536	7584	-1963	-3356	783	-9056	-808	-6512	1181	-2303	-102	-18992	2080	-6208	142	-2494	1343	149	124	1
-7552	-8444	11208	61	71	85	-16816	1824	-2152	840	697	76	-15072	-2320	-1160	1	1276	637	512	11536	9488	-930	-3402	1840	-9488	1240	-8152	827	-3045	-51	-18112	3232	-6648	-189	-2393	1338	127	128	1
-7548	-7616	11344	165	68	134	-16248	416	-2320	-1307	347	-185	-15664	504	168	39	1319	568	-1936	13728	10400	-302	-3696	2762	-8992	1200	-8616	654	-3753	0	-16504	3016	-7272	-958	-2245	1040	124	127	1
-7452	-7484	11596	143	97	130	-14864	-5840	-1408	-1931	311	-308	-14760	720	592	80	1493	722	-3584	12232	10640	-33	-3998	3332	-8728	2248	-7392	352	-4447	229	-14192	2032	-7464	-1566	-2175	725	123	128	1
-7988	-8140	11448	95	104	120	-13928	-9104	-112	-1080	526	-184	-14848	-1944	776	-260	1781	746	-6104	12208	11416	261	-4339	3381	-10144	2144	-7536	191	-4925	463	-11880	848	-8176	-1830	-2097	668	124	125	1
-8044	-8140	11724	113	88	127	-13960	-7944	-664	-88	800	-67	-16128	-4704	2096	-558	2170	498	4728	1456	9408	186	-4687	3169	-10704	1424	-8264	-76	-5233	662	-9520	-616	-7600	-1883	-1850	648	124	122	1
-7580	-5364	10532	60	-21	153	-13968	-9600	3920	55	408	-247	-16720	-5328	-1192	-250	2168	392	-9880	13168	14808	280	-4887	3070	-12176	1408	-9728	-403	-5534	771	-8424	-1168	-7176	-1852	-1556	486	123	125	1
-7792	-7340	11948	106	78	194	-16008	-3592	-2528	476	958	98	-17048	-4992	-4528	21	1500	511	-11520	17584	15112	643	-5042	2929	-14296	-576	-9608	-451	-5769	874	-7192	-2560	-7168	-1893	-1302	287	123	127	1
-8100	-7936	12164	83	139	188	-16448	-3520	-3440	-79	966	-44	-18488	-2616	-3688	108	1281	542	-11992	19464	16552	593	-4824	3085	-15368	-1256	-10616	-261	-6001	1092	-6536	-4936	-7568	-1801	-1164	34	123	126	1
